,Unnamed: 0,consoles,games;
51809,22559,PC,Out of the Park Baseball 15;
51810,22560,PC,Baron Wittard: Nemesis of Ragnarok;
51811,22561,And,Tile Temple Tactics;
51812,22562,PC,Zappi;
51813,22563,And,Zappi;
51814,22564,And,Froggy Splash 2;
51815,22565,And,Spellcreepers;
51816,22566,iOS,ZiGGURAT;
51817,22567,PC,Inazuma Eleven Online;
51818,22568,And,Adventure Bar Story;
51819,22569,PC,Caveman Rock;
51820,22570,PS2,Caveman Rock;
51821,22571,And,Critter Escape;
51822,22572,And,Crazy Market;
51823,22573,PC,Crazy Market;
51824,22574,PS3,Hotline Miami 2: Wrong Number;
51825,22575,PS3,Ace Combat: Infinity;
51826,22576,PSV,Origami Kami;
51827,22577,PC,Depths of Fear: Knossos;
51828,22578,And,Fortuna Magus;
51829,22579,And,Farm Defense Puzzle;
51830,22580,And,Chain Chronicle;
51831,22581,OSX,The Girl and the Robot;
51832,22582,WiiU,The Girl and the Robot;
51833,22583,WiiU,Gaiabreaker;
51834,22584,And,End of Serenity;
51835,22585,PSP,End of Serenity;
51836,22586,Linux,The Girl and the Robot;
51837,22587,PC,The Girl and the Robot;
51838,22588,3DS,Me & My Furry Patients 3D;
51839,22589,WinP,Crazy Market;
51840,22590,PSV,Crazy Market;
51841,22591,GBA,The Flying Hamster;
51842,22592,PC,Fairy Bloom Freesia;
51843,22593,Linux,Rabbit Hole 3D;
51844,22594,OSX,Rabbit Hole 3D;
51845,22595,PC,Rabbit Hole 3D;
51846,22596,PC,Flockers;
51847,22597,And,Threes!;
51848,22598,And,Montezuma Blitz;
51849,22599,And,Ava and Avior Save the Earth;
51850,22600,WiiU,Ava and Avior Save the Earth;
51851,22601,OSX,Mystery Case Files: Retun to Ravenhearst;
51852,22602,PC,Mystery Case Files: Retun to Ravenhearst;
51853,22603,And,Mystery Case Files: Retun to Ravenhearst;
51854,22604,WiiU,Mystery Case Files: Retun to Ravenhearst;
51855,22605,PC,The Treasures of Montezuma 3;
51856,22606,PC,Konung 2;
51857,22607,PC,Ascension to the Throne;
51858,22608,PC,BorderZone;
51859,22609,PC,Enchanted Cavern;
51860,22610,OSX,The Treasures of Montezuma 3;
51861,22611,OSX,Enchanted Cavern;
51862,22612,And,The Treasures of Montezuma 3;
51863,22613,PC,RC Cars;
51864,22614,PC,Evopollution;
51865,22615,OSX,Viking Brothers;
51866,22616,PC,Viking Brothers;
51867,22617,PC,Heroes of Steel;
51868,22618,PC,Zombie Samurai;
51869,22619,OSX,Zombie Samurai;
51870,22620,And,Zombie Samurai;
51871,22621,PSP,1001 Nights: The Adventures of Sindbad;
51872,22622,PC,1001 Nights: The Adventures of Sindbad;
51873,22623,PSV,Montezuma Blitz;
51874,22624,PC,Haunted Manor: Queen of Death;
51875,22625,And,Goblin Defenders: Steel n Wood;
51876,22626,PS4,Apotheon;
51877,22627,XOne,Hellraid;
51878,22628,PS4,Hellraid;
51879,22629,OSX,Hex Heroes;
51880,22630,PC,Hex Heroes;
51881,22631,WiiU,Hex Heroes;
51882,22632,And,Dolmus Driver;
51883,22633,PS4,Chasm;
51884,22634,PC,Chasm;
51885,22635,OSX,Chasm;
51886,22636,Linux,Chasm;
51887,22637,3DS,Picross e4;
51888,22638,Linux,Hex Heroes;
51889,22639,PC,Vitrum;
"51890,22640,Linux,""Heart Forth, Alicia""";
"51891,22641,OSX,""Heart Forth, Alicia""";
"51892,22642,PC,""Heart Forth, Alicia""";
51893,22643,PC,Rise of Incarnates;
51894,22644,PC,Croixleur Sigma;
51895,22645,PC,Starship Corporation;
51896,22646,PC,The Promised Land;
51897,22647,PC,ArcheBlade;
51898,22648,PC,Super Toy Cars;
51899,22649,PC,Millennium - A New Hope;
51900,22650,And,Sela The Space Pirate;
51901,22651,And,Rube Works: The Official Rube Goldberg Invention Game;
51902,22652,PC,Digimon Masters;
51903,22653,PS4,The Chainsaw Incident;
51904,22654,PC,The Chainsaw Incident;
51905,22655,Linux,BattleBlock Theater;
51906,22656,WiiU,Mach Rider;
51907,22657,3DS,Mega Man Xtreme;
"51908,22658,Linux,""Sir, You Are Being Hunted""";
"51909,22659,OSX,""Sir, You Are Being Hunted""";
"51910,22660,PC,""Sir, You Are Being Hunted""";
51911,22661,PS4,Chariot;
51912,22662,XOne,Chariot;
51913,22663,PC,Chariot;
51914,22664,WiiU,Chariot;
51915,22665,And,Dr. Greylord;
51916,22666,PC,Black Rainbow;
51917,22667,OSX,Black Rainbow;
51918,22668,And,Black Rainbow;
51919,22669,PS4,Ironclad Tactics;
51920,22670,Linux,Ironclad Tactics;
51921,22671,OSX,Ironclad Tactics;
51922,22672,PC,Ironclad Tactics;
51923,22673,PS4,Nidhogg;
51924,22674,PC,MouseCraft;
51925,22675,PS3,MouseCraft;
51926,22676,PS4,MouseCraft;
51927,22677,PSV,MouseCraft;
51928,22678,Linux,MouseCraft;
51929,22679,OSX,MouseCraft;
51930,22680,PC,Disney Infinity 2.0: Marvel Super Heroes;
51931,22681,3DS,Tiny Games - Knights & Dragons;
51932,22682,PS4,Starwhal: Just the Tip;
51933,22683,PS3,Starwhal: Just the Tip;
51934,22684,PC,Starwhal: Just the Tip;
51935,22685,PC,Into the Dark;
51936,22686,PC,Freddi Fish and Luther's Water Worries;
51937,22687,PC,Armored Hunter Gunhound EX;
51938,22688,PSP,Armored Hunter Gunhound EX;
51939,22689,OSX,Cinders;
51940,22690,PC,Cinders;
51941,22691,PC,Chaos Domain;
51942,22692,OSX,Mr. Bree+;
51943,22693,PC,Mr. Bree+;
51944,22694,OSX,Nicolas Eymerich - The Inquisitor;
51945,22695,PC,Nicolas Eymerich - The Inquisitor;
"51946,22696,PC,""Fairy Tale About Father Frost, Ivan and Nastya""";
51947,22697,PC,7.62 High Calibre;
51948,22698,PC,Brigade E5: New Jagged Union;
51949,22699,OSX,Adventure Chronicles: The Search For Lost Treasure;
51950,22700,PC,Adventure Chronicles: The Search For Lost Treasure;
51951,22701,PC,Escape The Lost Kingdom: The Forgotten Pharaoh;
51952,22702,OSX,Farm Frenzy 4;
51953,22703,PC,Farm Frenzy 4;
51954,22704,OSX,Slip;
51955,22705,PC,Slip;
51956,22706,And,RPG Soul of Deva;
51957,22707,PC,Redneck Racers;
51958,22708,And,Angry Birds Epic;
51959,22709,Arc,SoulCalibur;
51960,22710,And,SoulCalibur;
51961,22711,WiiU,Stealth Inc. 2;
51962,22712,PC,Leaping Larry;
51963,22713,Arc,Soul Blade;
51964,22714,OSX,Freaking Meatbags;
51965,22715,PC,Freaking Meatbags;
51966,22716,And,Tony Hawk's Shred Session;
51967,22717,PC,Kingdom Elemental;
51968,22718,X360,SoulCalibur II;
51969,22719,PS3,SoulCalibur II;
51970,22720,And,Paperama;
51971,22721,PC,The Dungeoning;
51972,22722,OSX,Farming World;
51973,22723,PC,Farming World;
51974,22724,XOne,Super Time Force;
51975,22725,X360,Super Time Force;
51976,22726,3DS,Mega Man III;
51977,22727,3DS,Mega Man II;
51978,22728,3DS,Mega Man Xtreme 2;
51979,22729,3DS,Mega Man V;
51980,22730,3DS,Mega Man IV;
51981,22731,PS3,Soul Calibur IV;
51982,22732,PC,Penarium;
51983,22733,OSX,Penarium;
51984,22734,Linux,Mother Russia Bleeds;
51985,22735,OSX,Mother Russia Bleeds;
51986,22736,PC,Glass Tower;
51987,22737,PC,Akane the Kunoichi;
51988,22738,PSV,Broken Sword 5 - the Serpents Curse;
51989,22739,PS3,Shin Megami Tensei: Nocturne;
51990,22740,Linux,continue?9876543210;
51991,22741,OSX,continue?9876543210;
51992,22742,PC,continue?9876543210;
51993,22743,And,Heroes of Atlan;
51994,22744,And,SLINGSHOT BRAVES;
51995,22745,And,Shadow Fight 2;
51996,22746,BRW,Make 10;
51997,22747,OSX,Raven's Cry;
51998,22748,WiiU,Wario Land 4;
51999,22749,3DS,Jewel Quest IV: Heritage;
52000,22750,3DS,Titanic: Hidden Expedition;
52001,22751,And,CSI: Hidden Crimes;
52002,22752,And,Downtown Mafia;
52003,22753,And,Dragon Coins;
52004,22754,And,Make It Rain: The Love of Money;
52005,22755,And,Hamster Universe;
52006,22756,And,Shape Time!;
52007,22757,And,Pro Tennis 2014;
52008,22758,PC,Shaq-Fu: A Legend Reborn;
52009,22759,PS4,Crimsonland;
52010,22760,Linux,Crimsonland;
52011,22761,OSX,Crimsonland;
52012,22762,PC,Crimsonland;
52013,22763,OSX,Back To Life 2;
52014,22764,PC,Back To Life 2;
52015,22765,OSX,Subject 9;
52016,22766,PC,Subject 9;
52017,22767,WiiU,Shadow Puppeteer;
52018,22768,3DS,Parking Star 3D;
52019,22769,PC,Shadow Puppeteer;
52020,22770,3DS,Sokomania 2: Cool Job;
52021,22771,PC,Fearless Fantasy;
52022,22772,And,SheepOrama;
52023,22773,PC,Supreme Ruler 1936;
52024,22774,PC,Al Emmo and the Lost Dutchman's Mine;
52025,22775,PC,Fantasy Grounds;
52026,22776,PC,The Culling Of The Cows;
52027,22777,PC,Lili: Child of Geos;
52028,22778,Linux,Fistful of Frags;
52029,22779,OSX,Fistful of Frags;
52030,22780,PC,Fistful of Frags;
52031,22781,PS4,VizionEck;
52032,22782,PC,Police Force;
52033,22783,And,Cut the Rope 2;
52034,22784,XOne,Pure Pool;
52035,22785,PS4,Pure Pool;
52036,22786,PC,Woodcutter Simulator 2013;
52037,22787,PC,Pure Pool;
52038,22788,PS4,Sparkle 2;
52039,22789,PSV,Sparkle 2;
52040,22790,And,Banana Kong;
52041,22791,And,Hunger Games: Catching Fire - Panem Run;
52042,22792,And,METAL SLUG DEFENSE;
52043,22793,And,Iron Man 3 - The Official Game;
52044,22794,And,Kingdoms of Camelot: Battle for the North;
52045,22795,PC,Blade Symphony;
52046,22796,And,GoTuizz;
52047,22797,PC,Theatre Of The Absurd;
52048,22798,PC,Rover Rescue;
52049,22799,PC,Swipecart;
52050,22800,Linux,Kerbal Space Program;
52051,22801,OSX,Kerbal Space Program;
52052,22802,PC,Kerbal Space Program;
52053,22803,PC,Adventure Time: The Secret of the Nameless;
52054,22804,PS3,Adventure Time: The Secret of the Nameless;
52055,22805,PS4,Without Memory;
52056,22806,PC,Bravada;
52057,22807,Linux,Bravada;
52058,22808,OSX,Bravada;
52059,22809,PC,Project Temporality;
52060,22810,And,ROTO;
52061,22811,And,Snail Crusher;
52062,22812,And,Tribeat;
52063,22813,And,RIOT;
52064,22814,PC,Mightier;
52065,22815,PC,Cart Life;
52066,22816,OSX,Bientot l'ete;
52067,22817,PC,Bientot l'ete;
52068,22818,PC,Echoes of Eridu;
52069,22819,Linux,Sunset;
52070,22820,OSX,Sunset;
52071,22821,PC,Sunset;
52072,22822,And,VANITAS;
52073,22823,Linux,Firewatch;
52074,22824,OSX,Firewatch;
52075,22825,PC,The Endless Forest;
52076,22826,PC,The Desolate Hope;
52077,22827,PC,Famaze;
52078,22828,MSD,The Cosmology of Kyoto;
"52079,22829,WiiU,""Heart Forth, Alicia""";
"52080,22830,PSV,""Heart Forth, Alicia""";
52081,22831,WiiU,Color Zen;
52082,22832,WiiU,Adventures of Lolo;
52083,22833,OSX,8BitBoy;
52084,22834,OSX,Planet Stronghold;
52085,22835,Linux,Planet Stronghold;
52086,22836,PC,Planet Stronghold;
52087,22837,PC,Sweezy Gunner;
52088,22838,3DS,Candy Match 3;
52089,22839,And,Hunter x Hunter: Battle Allstars;
52090,22840,WinP,Million Dollar Arm;
52091,22841,And,Naughty Bricks;
52092,22842,Linux,Democracy 3;
52093,22843,OSX,Democracy 3;
52094,22844,And,PAC-MAN MONSTERS;
52095,22845,PC,Chronology;
52096,22846,PC,Flip;
52097,22847,OSX,Flip;
52098,22848,Linux,Flip;
52099,22849,And,Heavy Shooter;
52100,22850,Linux,Ascendant;
52101,22851,OSX,Ascendant;
52102,22852,PC,Ascendant;
52103,22853,BRW,Bulu Monster;
52104,22854,PC,Maleficent Free Fall;
52105,22855,WinP,Maleficent Free Fall;
52106,22856,And,Maleficent Free Fall;
52107,22857,And,Flip;
52108,22858,And,Kosmik Revenge;
52109,22859,PS3,Orc Attack: Flatulent Rebellion;
52110,22860,X360,Orc Attack: Flatulent Rebellion;
52111,22861,PC,Orc Attack: Flatulent Rebellion;
52112,22862,PS4,Never Alone;
52113,22863,XOne,Never Alone;
"52114,22864,And,""Warhammer 40,000: Chess - Regicide""";
52115,22865,PSV,Son of Scoregasm;
52116,22866,OSX,Trainz Simulator 2;
52117,22867,PC,Children of Liberty;
52118,22868,And,4444;
52119,22869,PC,Rising Generals;
52120,22870,3DS,The Band of Thieves & 1000 Pokémon;
52121,22871,PC,The Stomping Land;
52122,22872,And,Warfire!;
52123,22873,PC,Pro Cycling Manager 2014;
52124,22874,And,Country Living;
52125,22875,PC,Bombshell;
52126,22876,PS4,Bombshell;
52127,22877,Mob,Ratchet & Clank: Going Mobile;
52128,22878,Linux,Hotline Miami 2: Wrong Number;
52129,22879,PC,Tango Fiesta;
52130,22880,DSi,Deep Sea Creatures;
52131,22881,And,Platforms Unlimited;
52132,22882,3DS,ARC STYLE: Baseball 3D;
52133,22883,And,Floras;
52134,22884,And,Friendly Fire!;
52135,22885,BRW,CoasterVille;
52136,22886,PC,QBEH-1: The Atlas Cube;
52137,22887,PC,Dark Scavenger;
52138,22888,OSX,Dark Scavenger;
52139,22889,And,In Verbis Virtus;
52140,22890,PC,In Verbis Virtus;
52141,22891,And,Neighbourhood Necromancer;
52142,22892,PC,Hegemony Rome: The Rise of Caesar;
52143,22893,And,Shiny the Firefly;
52144,22894,And,Saving Raylene;
52145,22895,WiiU,Swords & Soldiers;
52146,22896,3DS,Double Dragon II: The Revenge;
52147,22897,WiiU,Klonoa: Empire of Dreams;
52148,22898,And,The Story of a Star;
52149,22899,Wii,SolForge;
52150,22900,X360,SolForge;
52151,22901,OSX,Flower Shop: Summer In Fairbrook;
52152,22902,PC,Flower Shop: Summer In Fairbrook;
52153,22903,Linux,Flower Shop: Summer In Fairbrook;
52154,22904,PC,Rage Runner;
52155,22905,OSX,Rage Runner;
52156,22906,PC,Speed Kills;
52157,22907,PC,Legionwood 2: Rise of the Eternal's Realm;
52158,22908,PC,Chompy Chomp Chomp;
52159,22909,PC,Stick Ranger;
52160,22910,PC,Sweet Lily Dreams;
52161,22911,And,Yak Dash (Horns of Glory);
52162,22912,And,MacGyver: Deadly Descent;
52163,22913,PC,Grim Facade: Mystery of Venice;
52164,22914,3DS,Deep Sea Creatures;
52165,22915,WiiU,Sadness;
52166,22916,PS3,Shin Megami Tensei: Digital Devil Saga;
52167,22917,PC,Panzer Tactics DS;
52168,22918,And,SXPD;
52169,22919,PC,Mystery Trackers: Silent Hollow;
52170,22920,OSX,Flying Turtle;
"52171,22921,PC,""Warhammer 40,000: Kill Team""";
52172,22922,And,Trouserheart;
52173,22923,WinP,Trouserheart;
52174,22924,OSX,Joining Hands;
52175,22925,And,Joining Hands;
52176,22926,PC,Joining Hands;
52177,22927,WinP,Joining Hands;
52178,22928,OSX,Joining Hands 2;
52179,22929,And,Joining Hands 2;
52180,22930,WinP,Joining Hands 2;
52181,22931,PC,Joining Hands 2;
52182,22932,OSX,Sparkle 2;
52183,22933,And,Sparkle 2;
52184,22934,PC,Sparkle 2;
52185,22935,WinP,Sparkle 2;
52186,22936,And,Alpaca Evolution;
52187,22937,And,Geometry Dash;
52188,22938,And,Ganja Farm;
52189,22939,And,Eternity Warriors 3;
52190,22940,And,The Amazing Spider-Man 2;
52191,22941,PC,League of Angels;
52192,22942,WiiU,Street Fighter Alpha 2;
52193,22943,DSi,The Lost Treasures of Alexandria;
52194,22944,PC,Paradigm Shift;
52195,22945,PC,Retro Game Crunch;
52196,22946,OSX,Retro Game Crunch;
52197,22947,PC,DRAKERZ-Confrontation;
52198,22948,Linux,Whispering Willows;
52199,22949,OSX,Whispering Willows;
52200,22950,PC,Whispering Willows;
52201,22951,Ouya,Whispering Willows;
52202,22952,And,Tiny Dice Dungeon;
52203,22953,And,Dream League Soccer;
52204,22954,And,Antique Road Trip: USA;
52205,22955,OSX,Antique Road Trip 2: Homecoming;
52206,22956,PC,Antique Road Trip 2: Homecoming;
52207,22957,OSX,Antique Road Trip: USA;
52208,22958,PC,Antique Road Trip: USA;
52209,22959,OSX,Pocket Runners;
52210,22960,And,Pocket Runners;
52211,22961,And,Depths of Betrayal;
52212,22962,OSX,Depths of Betrayal;
52213,22963,PC,Depths of Betrayal;
52214,22964,And,Season Match 2;
52215,22965,OSX,Season Match 2;
52216,22966,PC,Season Match 2;
52217,22967,OSX,Season Match 3: Curse of the Witch Crow;
52218,22968,PC,Season Match 3: Curse of the Witch Crow;
52219,22969,And,Angry FireBalls;
52220,22970,OSX,Angry FireBalls;
52221,22971,PC,Angry FireBalls;
52222,22972,OSX,Sea Legends: Phantasmal Light;
52223,22973,OSX,Written Legends: Nightmare at Sea;
52224,22974,PC,Written Legends: Nightmare at Sea;
52225,22975,PC,Island: The Lost Medallion;
52226,22976,OSX,Otherworld: Spring of Shadows;
52227,22977,PC,Otherworld: Spring of Shadows;
52228,22978,OSX,Written Legends: Nightmare at Sea;
52229,22979,OSX,Red Fireball - Gravity Game;
52230,22980,PC,Red Fireball - Gravity Game;
52231,22981,And,Battle Cry;
52232,22982,Linux,QuadSeeker;
52233,22983,OSX,QuadSeeker;
52234,22984,Linux,KTBG: Kill The Bad Guy;
52235,22985,OSX,KTBG: Kill The Bad Guy;
52236,22986,PC,Life of Pixel;
52237,22987,OSX,Life of Pixel;
52238,22988,PSV,Life of Pixel;
52239,22989,3DS,Photos With Mario;
52240,22990,And,Super Monkey Ball Bounce;
52241,22991,And,NANACA+CRASH;
52242,22992,X360,Ascend: Hand of Kul;
52243,22993,3DS,Turtle Tale;
52244,22994,PC,Ascend: Hand of Kul;
52245,22995,And,Green Farm 3;
52246,22996,And,1Path;
52247,22997,PC,Victim of Xen;
52248,22998,PC,Firefighters 2014;
52249,22999,OSX,Out There Somewhere;
52250,23000,OSX,Inescapable;
52251,23001,Linux,Inescapable;
52252,23002,PC,Inescapable;
52253,23003,PC,Gardens Inc. 2: The Road to Fame;
52254,23004,PC,Arcadecraft;
52255,23005,PC,Aban Hawkins & the 1001 Spikes;
52256,23006,PS4,Aban Hawkins & the 1001 Spikes;
52257,23007,PC,World of Guns: Gun Disassembly;
52258,23008,And,Nun Attack Origins: Yuki's Silent Quest;
52259,23009,And,Modi Tsunamo;
52260,23010,And,Animas Online;
52261,23011,And,Letter Quest: Grimm's Journey;
52262,23012,OSX,Stranded;
52263,23013,Linux,Stranded;
52264,23014,PC,Stranded;
52265,23015,OSX,The Last Door;
52266,23016,Linux,The Last Door;
52267,23017,PC,The Last Door;
52268,23018,PC,Vertical Drop Heroes;
52269,23019,PC,Explosive Dinosaurs;
52270,23020,Ouya,Explosive Dinosaurs;
52271,23021,And,Dawnkeeper: Last Survivors;
"52272,23022,PSV,""Motto Ane, Chan to Shiyouyo!""";
52273,23023,And,Fuzion Pirates;
52274,23024,And,Array;
52275,23025,WiiU,F1 Race Stars;
52276,23026,And,Lies Of Astaroth;
52277,23027,WinP,Lies Of Astaroth;
52278,23028,PC,Distant Worlds: Universe;
52279,23029,And,City Encounter;
52280,23030,PC,A-Train 9;
52281,23031,3DS,Alien On The Run;
52282,23032,PC,They Breathe;
52283,23033,X360,They Breathe;
52284,23034,PC,Labyrinthine Dreams;
52285,23035,And,Clash of Lords 2;
52286,23036,WinP,Angry Birds Epic;
52287,23037,PC,MapleStory 2;
52288,23038,PC,Frederic: Evil Strikes Back;
52289,23039,And,Frederic: Evil Strikes Back;
52290,23040,And,MLB Perfect Inning;
52291,23041,OSX,Frederic: Evil Strikes Back;
52292,23042,Linux,Frederic: Evil Strikes Back;
52293,23043,PC,Antique Road Trip: American Dreamin';
52294,23044,Linux,Red Goddess;
52295,23045,OSX,Red Goddess;
52296,23046,XOne,Red Goddess;
52297,23047,WiiU,Red Goddess;
52298,23048,PSV,Red Goddess;
52299,23049,PS4,Red Goddess: Inner World;
52300,23050,PC,Air Control;
52301,23051,And,Tousouchuu: Shijou Saikyou no Hunter-Tachi Kara Nigekire!;
52302,23052,And,Ittle Dew;
52303,23053,PC,Ittle Dew;
52304,23054,WiiU,Ittle Dew;
52305,23055,PC,Run and Fire;
52306,23056,And,Retroball 3000;
52307,23057,PC,Alex Hunter: Lord of the Mind;
52308,23058,PC,Starlite Astronaut Academy: G-Ball;
52309,23059,OSX,Starlite Astronaut Academy: G-Ball;
52310,23060,PC,The Merchant of Menace: The Lost Episode;
52311,23061,PC,Tasty Blue;
52312,23062,OSX,Tasty Blue;
52313,23063,And,Siege Hero;
52314,23064,And,The Merchant of Menace: The Lost Episode;
52315,23065,PC,Siege Hero;
52316,23066,And,OTTTD;
52317,23067,And,Flick Home Run! : Zombies;
52318,23068,OSX,White Haven Mysteries;
52319,23069,Linux,RIOT;
52320,23070,OSX,RIOT;
52321,23071,PC,RIOT;
52322,23072,Ouya,RIOT;
52323,23073,3DS,Mystery Case Files: Retun to Ravenhearst;
52324,23074,WinP,Mystery Case Files: Retun to Ravenhearst;
52325,23075,And,Battleheart;
52326,23076,And,Zombieville USA;
52327,23077,PC,TOCA Championship Racing;
52328,23078,OSX,GRID;
52329,23079,And,iON Bond;
52330,23080,Linux,Durango;
52331,23081,And,Durango;
52332,23082,PC,Durango;
52333,23083,PC,Hippocampal: The White Sofa;
52334,23084,PC,Growing Pains;
52335,23085,XOne,Chaos;Child
52336,23086,XOne,Mystereet F: The Detectives' Curtain Call;
52337,23087,WiiU,Pushmo World;
52338,23088,PC,BattleCry;
52339,23089,PC,Return of the Obra Dinn;
52340,23090,X360,Kick-Ass 2;
52341,23091,PS3,Kick-Ass 2;
52342,23092,PC,Kick-Ass 2;
52343,23093,And,RubPix;
52344,23094,PSV,Lemmings Touch;
52345,23095,PC,Flyhunter Origins;
52346,23096,And,Flyhunter Origins;
52347,23097,And,Defense Zone 2;
52348,23098,PC,GEARCRACK Arena;
52349,23099,OSX,CAPSULE;
52350,23100,PC,CAPSULE;
52351,23101,Linux,Pandora: First Contact;
52352,23102,OSX,Pandora: First Contact;
52353,23103,PC,Pandora: First Contact;
52354,23104,PC,Battle Mages;
52355,23105,Linux,Kill Fun Yeah;
52356,23106,OSX,Kill Fun Yeah;
52357,23107,PC,Kill Fun Yeah;
52358,23108,PC,Astebreed;
52359,23109,PC,The Floor is Jelly;
52360,23110,PC,Manhunter;
52361,23111,PC,Lost Marbles;
52362,23112,OSX,Lost Marbles;
52363,23113,Linux,Lost Marbles;
52364,23114,PC,Pixel Boy and the Ever Expanding Dungeon;
52365,23115,OSX,Pixel Boy and the Ever Expanding Dungeon;
52366,23116,Linux,Pixel Boy and the Ever Expanding Dungeon;
52367,23117,PC,Wings Over Europe;
52368,23118,WiiU,How to Survive;
52369,23119,PC,Hunt: Showdown;
52370,23120,PS4,Fenix Rage;
52371,23121,PC,Fenix Rage;
52372,23122,OSX,The Fall;
52373,23123,Linux,The Fall;
52374,23124,PC,Fall Weiss;
52375,23125,And,Bomb the Monsters;
52376,23126,WiiU,Luv Me Buddies Wonderland;
52377,23127,And,Flower Farmer;
52378,23128,3DS,Prince of Tennis II: Go to the Top;
52379,23129,PS3,Shin Megami Tensei: Digital Devil Saga 2;
52380,23130,PC,MotoGP 14;
52381,23131,PC,Shadow Warrior;
52382,23132,PC,Crea;
52383,23133,And,Alice - Behind the Mirror full - A Hidden Object Adventure;
52384,23134,PS3,Shantae: Half-Genie Hero;
52385,23135,PC,Shantae: Half-Genie Hero;
52386,23136,X360,Shantae: Half-Genie Hero;
52387,23137,XOne,Shantae: Half-Genie Hero;
52388,23138,And,Tales of the Adventure Company;
52389,23139,BRW,Pepper Panic Saga;
52390,23140,And,Bubble Witch Saga 2;
52391,23141,And,Pet Rescue Saga;
52392,23142,BRW,Pet Rescue Saga;
52393,23143,WiiU,Space City;
52394,23144,WiiU,The Legend of Zelda: The Minish Cap;
52395,23145,3DS,Color Zen;
52396,23146,3DS,The Legend of Zelda: The Minish Cap;
52397,23147,PS3,Future Combat - Patriots at War;
52398,23148,PSV,Future Combat - Patriots at War;
52399,23149,And,Samurai II: Vengeance;
52400,23150,OSX,Samurai II: Vengeance;
52401,23151,BRW,Here Be Monsters;
52402,23152,PC,EPOCH.;
52403,23153,And,Empire Z;
52404,23154,And,I ate colors;
52405,23155,And,WeChat Speed;
52406,23156,And,Stickman Soccer;
52407,23157,And,Stickman Soccer 2014;
52408,23158,And,Glacier Rush;
52409,23159,And,Rage of the Immortals;
52410,23160,And,The Lost Kids;
52411,23161,And,Royal Defenders;
52412,23162,And,Cross Horizon;
52413,23163,And,Rival Knights;
52414,23164,PC,Forge of Empires;
52415,23165,OSX,Awakening: The Sunhook Spire;
52416,23166,PC,Awakening: The Sunhook Spire;
52417,23167,OSX,Awakening: The Dreamless Castle;
52418,23168,PC,Awakening: The Dreamless Castle;
52419,23169,OSX,Awakening: Moonfell Wood;
52420,23170,PC,Awakening: Moonfell Wood;
52421,23171,OSX,Awakening: The Goblin Kingdom;
52422,23172,OSX,Awakening: The Skyward Castle;
52423,23173,PC,Awakening: The Skyward Castle;
52424,23174,OSX,Awakening: The Redleaf Forest;
52425,23175,PC,Awakening: The Redleaf Forest;
52426,23176,PC,Awakening Kingdoms;
52427,23177,And,Sky Force 2014;
52428,23178,And,Multiponk;
52429,23179,BRW,Gold Fish Casino Slots;
52430,23180,And,Gold Fish Casino Slots;
52431,23181,And,Stilland War;
52432,23182,And,Happy Hotel;
52433,23183,And,Tengai;
52434,23184,PC,Monster Trucks Nitro 2;
52435,23185,Ouya,Dex;
52436,23186,Linux,Dex;
52437,23187,OSX,Dex;
52438,23188,And,Final Kick;
52439,23189,OSX,Star Defender 3;
52440,23190,PC,Star Defender 3;
52441,23191,And,Star Defender 3;
52442,23192,PSV,Entwined;
52443,23193,PS4,Entwined;
52444,23194,PS3,Entwined;
52445,23195,XOne,EA Sports PGA Tour;
52446,23196,PS4,EA Sports PGA Tour;
52447,23197,XOne,Ori and the Blind Forest;
52448,23198,XOne,Scalebound;
52449,23199,XOne,Phantom Dust;
52450,23200,XOne,Lara Croft and the Temple of Osiris;
52451,23201,XOne,Crackdown 3;
52452,23202,XOne,Wulverblade;
52453,23203,PC,Gunscape;
52454,23204,XOne,Gunscape;
52455,23205,PC,Wulverblade;
52456,23206,XOne,Knight Squad;
52457,23207,PC,Knight Squad;
52458,23208,XOne,Cuphead;
52459,23209,PS4,Dead Island 2;
52460,23210,XOne,Dead Island 2;
52461,23211,PC,Dead Island 2;
52462,23212,PS4,Magicka 2;
52463,23213,WiiU,Project Giant Robot;
52464,23214,WiiU,Pier Solar and the Great Architects;
52465,23215,X360,Pier Solar and the Great Architects;
52466,23216,XOne,Pier Solar and the Great Architects;
52467,23217,PS4,Pier Solar and the Great Architects;
52468,23218,PS3,Pier Solar and the Great Architects;
52469,23219,Ouya,Pier Solar and the Great Architects;
52470,23220,PC,Pier Solar and the Great Architects;
52471,23221,OSX,Pier Solar and the Great Architects;
52472,23222,Linux,Pier Solar and the Great Architects;
52473,23223,DC,Pier Solar and the Great Architects;
52474,23224,And,Pier Solar and the Great Architects;
52475,23225,XOne,Fenix Rage;
52476,23226,XOne,Fable Legends;
52477,23227,XOne,Threes!;
52478,23228,XOne,Inside;
52479,23229,PS4,Inside;
52480,23230,XOne,Plague Inc.;
52481,23231,OSX,White Night;
52482,23232,PC,White Night;
52483,23233,PSV,Hyper Light Drifter;
52484,23234,Ouya,Hyper Light Drifter;
52485,23235,Linux,Hyper Light Drifter;
52486,23236,OSX,Hyper Light Drifter;
52487,23237,XOne,Hyper Light Drifter;
52488,23238,XOne,Lifeless Planet;
52489,23239,XOne,SlashDash;
52490,23240,XOne,FRU;
