Name,Platform,Publisher,Global Sales,Date de sortie
Fallout 4,Playstation,Bethesda Softworks,,2015.0
Mario Kart 8    Read the review,Wii,Nintendo,8.46,2014.0
Tekken 3,Playstation,Namco,8.36,1998.0
Monster Hunter 4,All,Capcom,8.30,2015.0
FIFA 16,Playstation,EA Sports,,2015.0
Lego Star Wars II: The Original Trilogy,All,LucasArts,8.20,2006.0
The Last of Us    Read the review,Playstation,Sony Computer Entertainment America,8.15,2013.0
GoldenEye 007,Nintendo,Nintendo,8.09,1997.0
Star Wars Battlefront (2015)    Read the review,Playstation,Electronic Arts,,2015.0
FIFA 13,Playstation,EA Sports,,2012.0
Assassin's Creed,Xbox,Ubisoft,8.00,2007.0
Cars,Playstation,THQ,8.00,2006.0
Cuphead,PC,Studio MDHR,8.00,2017.0
Detroit: Become Human,Playstation,Sony Interactive Entertainment,8.00,2018.0
Dragon Ball FighterZ,Series,Bandai Namco Entertainment,8.00,2018.0
Dragon Ball Xenoverse 2,Series,Bandai Namco Entertainment,8.00,2016.0
Ghost of Tsushima    Read the review,Series,Sony Interactive Entertainment,8.00,2020.0
Grand Theft Auto: Liberty City Stories,Series,Rockstar Games,8.00,2005.0
Guitar Hero III: Legends of Rock,Series,Activision,8.00,2007.0
Halo 2,Series,Microsoft Game Studios,8.00,2004.0
Harry Potter and the Sorcerer's Stone,Series,Electronic Arts,8.00,2001.0
Inazuma Eleven,All,Level 5,8.00,2008.0
Kinect Sports,All,Microsoft Game Studios,8.00,2010.0
Moto Racer,All,Electronic Arts,8.00,1997.0
NBA 2K16,All,2K Sports,8.00,2015.0
Romance of the Three Kingdoms,All,KOEI,8.00,1985.0
Samurai Warriors,All,KOEI,8.00,2004.0
Sid Meier's Civilization V    Read the review,All,2K Games,8.00,2010.0
Unreal,All,GT Interactive,8.00,1998.0
The Sims 3    Read the review,PC,Electronic Arts,,2009.0
Super Mario Maker 2,NS,Nintendo,7.89,2019.0
FIFA 09,All,EA Sports,7.80,2008.0
Grand Theft Auto: Liberty City Stories,Playstation,Rockstar Games,,2005.0
Final Fantasy XII,All,Square Enix,7.71,2006.0
Final Fantasy XIII,All,Square Enix,7.71,2010.0
Monster Hunter Rise    Read the review,Autre,Capcom,7.70,2021.0
Pac-Man,NS,Atari,7.70,1982.0
Cyberpunk 2077,PC,CD Projekt Red Studio,7.67,2020.0
Magicka,Series,Paradox Interactive,7.66,2011.0
God of War III    Read the review,Nintendo,Sony Computer Entertainment,7.60,2010.0
Pokémon Platinum Version,Playstation,Nintendo,7.60,2009.0
The Legend of Zelda: Ocarina of Time,DS,Nintendo,7.60,1998.0
Jurassic Park,Series,Ocean Software,7.57,1993.0
Call of Duty: Advanced Warfare,Playstation,Activision,,2014.0
Crysis,Series,Electronic Arts,7.50,2007.0
Call of Duty: World at War    Read the review,All,Activision,,2008.0
Baldur's Gate,Xbox,Interplay Entertainment Corp.,7.47,2000.0
Super Mario Bros. 2,Series,Nintendo,7.46,1988.0
Super Mario Galaxy 2    Read the review,Nintendo,Nintendo,7.41,2010.0
Super Smash Bros. Melee,Nintendo,Nintendo,7.41,2001.0
Madden NFL 07,Wii,EA Sports,7.40,2006.0
Resident Evil 8: Village,All,Capcom,7.40,2021.0
Trine,All,Nobilis,7.39,2009.0
Call of Duty: Black Ops 3,Series,Activision,,2015.0
Battlefield 3,Xbox,Electronic Arts,,2011.0
Battlefield V,Xbox,Electronic Arts,7.30,2018.0
The Forest,DS,Endnight Games Ltd,7.30,2018.0
Yokai Watch 2: Bony Spirits / Fleshy Souls / Psychic Specters,Series,Nintendo,7.30,2016.0
Ark,All,Studio Wildcard,7.26,2017.0
The Legend of Zelda: Twilight Princess    Read the review,Series,Nintendo,7.26,2006.0
Battlefield 1,Wii,Electronic Arts,,2016.0
Battlefield 3,Playstation,Electronic Arts,,2011.0
Oddworld,Playstation,GT Interactive,7.20,1997.0
Need for Speed Underground,Series,Electronic Arts,,2003.0
Assassin's Creed: Brotherhood,Playstation,Ubisoft,7.20,2010.0
Call of Duty 3,Series,Activision,7.20,2006.0
Dragon's Dogma,All,Capcom,7.20,2012.0
WarioWare,All,Nintendo,7.19,2003.0
The Binding of Isaac,Series,Edmund McMillen,7.17,2011.0
Tomb Raider,PC,Eidos Interactive,7.16,1996.0
Pokémon Emerald Version,All,Nintendo,7.06,2005.0
Ark: Survival Evolved,GB,Studio Wildcard,7.00,2017.0
Assassin's Creed: Revelations,Playstation,Ubisoft,7.00,2011.0
DiRT,PC,Codemasters,7.00,2007.0
Grim Dawn,Series,Crate Entertainment,7.00,2016.0
Guild Wars 2    Read the review,Series,NCSoft,7.00,2012.0
Just Dance 3,Series,Ubisoft,7.00,2011.0
King's Quest,Series,Sierra Online,7.00,1984.0
Mafia III,Series,2K Games,7.00,2016.0
Mana,All,Square,7.00,1991.0
Metal Gear Solid 2: Sons of Liberty,All,Konami,7.00,2001.0
NBA 2K14,All,2K Sports,7.00,2013.0
NBA 2K15,All,2K Sports,7.00,2014.0
NieR: Automata,All,Square Enix,7.00,2017.0
Nioh,All,Koei Tecmo,7.00,2017.0
Project Gotham Racing,All,Sega,7.00,2001.0
Rise of the Tomb Raider,,Square Enix,7.00,2015.0
Rugrats,All,THQ,7.00,1999.0
Star Wars: The Force Unleashed,Series,LucasArts,7.00,2008.0
Street Fighter V,All,Capcom,7.00,2016.0
The Legend of Heroes: Trails,Series,Xseed Games,7.00,2011.0
"Warhammer 40,000: Dawn of War",All,THQ,7.00,2004.0
Zumba Fitness,All,Majesco,7.00,2010.0
The Room,All,Fireproof Games,6.94,2012.0
Need for Speed Underground 2,Playstation,Electronic Arts,,2004.0
Just Dance 4,Wii,Ubisoft,,2012.0
Mario Kart: Double Dash!!,Nintendo,Nintendo,6.88,2003.0
Tomb Raider II,All,Eidos Interactive,6.85,1997.0
Medal of Honor: Frontline,Playstation,Electronic Arts,,2002.0
Crash Bandicoot,Playstation,Sony Computer Entertainment,6.82,1996.0
Persona 5,All,Atlus,6.80,2017.0
Clubhouse Games,Series,Nintendo,6.79,2006.0
Uncharted 2: Among Thieves    Read the review,Playstation,Sony Computer Entertainment,,2009.0
Star Wars: Knights of the Old Republic,Series,LucasArts,6.73,2003.0
Call of Duty 4: Modern Warfare,Playstation,Activision,,2007.0
Tomodachi Life,DS,Nintendo,6.71,2014.0
Kingdom Hearts III,All,Square Enix,6.70,2019.0
Lego Star Wars: The Video Game,All,Eidos Interactive,6.70,2005.0
Mario Strikers,Series,Nintendo,6.67,2005.0
FIFA Soccer 12,Playstation,EA Sports,,2011.0
FIFA 14,Playstation,EA Sports,,2013.0
Fallout 4,PC,Bethesda Softworks,6.60,2015.0
Ben 10,Series,D3 Publisher,6.60,2007.0
Red Dead Redemption    Read the review,Playstation,Rockstar Games,,2011.0
Donkey Kong Country Returns    Read the review,Wii,Nintendo,6.53,2010.0
Mario & Sonic at the Olympic Winter Games,All,Sega,6.53,2009.0
The Legend of Zelda,Nintendo,Nintendo,6.51,1987.0
Assassin's Creed III    Read the review,Playstation,Ubisoft,,2012.0
Devil May Cry 5,PC,Capcom,6.50,2019.0
Dragon Quest XI,Series,Square Enix,6.50,2018.0
Guild Wars,All,NCSoft,6.50,2005.0
Lost Planet,All,Capcom,6.50,2007.0
Madden NFL 06,All,EA Sports,6.50,2005.0
Marvel's Spider-Man: Miles Morales,All,Sony Interactive Entertainment,6.50,2020.0
Red Dead Redemption    Read the review,Xbox,Rockstar Games,,2010.0
The Elder Scrolls V: Skyrim,Playstation,Bethesda Softworks,,2011.0
Diddy Kong Racing,DS,Nintendo,6.47,1997.0
Luigi's Mansion: Dark Moon    Read the review,Series,Nintendo,6.47,2013.0
Elite,Playstation,Imagineer,6.40,1984.0
Final Fantasy XII,DS,Square Enix,6.40,2006.0
Resident Evil 3 (2020),All,Capcom,6.40,2020.0
The Legend of Zelda: Ocarina of Time 3D    Read the review,Series,Nintendo,6.40,2011.0
Pokémon Crystal Version,GBC,Nintendo,6.39,2001.0
Hatsune Miku: Project,Series,Sega,6.35,2012.0
Minecraft,Playstation,Sony Computer Entertainment,,2014.0
FIFA 15    Read the review,Playstation,EA Sports,,2014.0
Kingdom Hearts,Playstation,Square EA,6.30,2002.0
Myst,Nintendo,Broderbund,6.30,1995.0
Street Fighter II: The World Warrior,PC,Capcom,6.30,1992.0
Driver,Playstation,GT Interactive,,1999.0
Call of Duty: WWII,Xbox,Activision,,2017.0
Pikmin,Series,Nintendo,6.22,2001.0
Big Brain Academy,DS,Nintendo,6.15,2006.0
Kirby and the Forgotten Land    Read the review,NS,Nintendo,6.12,2022.0
The Legend of Zelda: Link's Awakening    Read the review,NS,Nintendo,6.08,2019.0
Minecraft,Playstation,Sony Computer Entertainment America,,2014.0
Pokémon Snap,Series,Nintendo,6.03,1999.0
Borderlands,Playstation,2K Games,6.00,2009.0
Carnival Games,Xbox,Global Star Software,6.00,2007.0
Championship Manager,Playstation,Domark Software,6.00,1992.0
Conflict,Autre,Gotham Games,6.00,2002.0
Cuphead,Playstation,Studio MDHR,6.00,2017.0
Dead Cells,PC,Motion Twin,6.00,2018.0
Dead Space,Wii,Electronic Arts,6.00,2008.0
Dragon Age: Inquisition,Series,Electronic Arts,6.00,2014.0
FIFA 07,Series,Electronic Arts,6.00,2006.0
Just Dance,Series,Ubisoft,6.00,2009.0
Limbo,Series,Playdead,6.00,2010.0
Mass Effect 3,Series,Electronic Arts,6.00,2012.0
Metal Gear Solid,All,Konami,6.00,1998.0
Metal Gear Solid,All,Konami,6.00,1998.0
Metal Gear Solid 4: Guns of the Patriots    Read the review,All,Konami,6.00,2008.0
Metal Gear Solid V: The Phantom Pain,All,Konami,6.00,2015.0
Metro Exodus,All,Deep Silver,6.00,2019.0
MotorStorm,All,Sony Interactive Entertainment,6.00,2007.0
NBA Jam,Series,Midway,6.00,1994.0
One Piece: Pirate Warriors,All,Bandai Namco Games,6.00,2012.0
Project Gotham Racing,All,Microsoft,6.00,2001.0
Sonic the Hedgehog 2,All,Sega,6.00,1992.0
Star Wars: Battlefront II,All,LucasArts,6.00,2005.0
StarCraft II: Wings of Liberty    Read the review,All,Blizzard Entertainment,6.00,2010.0
Tekken 5,All,Namco,6.00,2005.0
Tom Clancy's Splinter Cell,All,Ubisoft,6.00,2002.0
Euro Truck Simulator 2,PC,SCS Software,5.98,2013.0
Atelier,All,Koei Tecmo,5.98,2005.0
Tekken 6,Series,Namco Bandai Games,5.98,2007.0
Tomb Raider III,All,Eidos Interactive,5.94,1998.0
Mario Kart: Super Circuit,Nintendo,Nintendo,5.91,2001.0
Super Mario Sunshine    Read the review,GB,Nintendo,5.91,2002.0
Call of Duty 2,All,Activision,5.90,2005.0
Super Mario 3D World    Read the review,Wii,Nintendo,5.88,2013.0
Mario vs. Donkey Kong,Series,Nintendo,5.87,2004.0
Final Fantasy IX,All,Square,5.83,2000.0
Style Savvy,Series,Nintendo,5.83,2009.0
Age of Empires II: HD Edition    Read the review,PC,Microsoft Studios,5.82,2013.0
New Super Mario Bros. U    Read the review,Wii,Nintendo,5.82,2012.0
Deep Rock Galactic,All,Coffee Stain Publishing,5.81,2020.0
DayZ,All,Bohemia Interactive,5.80,2018.0
Link's Crossbow Training    Read the review,Wii,Nintendo,5.79,2007.0
Red Dead Redemption 2,Xbox,Rockstar Games,,2018.0
Destiny    Read the review,Playstation,Activision,,2014.0
Tekken 2,Playstation,Namco,,1996.0
Anno,Playstation,GT Interactive,5.70,2000.0
Crash Bandicoot 3: Warped,Series,Sony Computer Entertainment,5.70,1998.0
Trials,Series,RedLynx,5.70,2009.0
Uncharted: The Nathan Drake Collection,Playstation,Sony Computer Entertainment,,2015.0
Super Mario World: Super Mario Advance 2,GB,Nintendo,5.69,2002.0
Dishonored,Series,Bethesda Softworks,5.67,2012.0
LEGO Star Wars: The Complete Saga,Wii,LucasArts,,2007.0
Cooking Mama,DS,Majesco,,2006.0
The Legend of Zelda: Ocarina of Time 3D,DS,Nintendo,5.62,2011.0
Tetris,Nintendo,Nintendo,5.58,1989.0
Super Mario Advance,GB,Nintendo,5.57,2001.0
Assassin's Creed II    Read the review,Playstation,Ubisoft,,2009.0
Super Smash Bros.,Nintendo,Nintendo,5.55,1999.0
XCOM,Series,Microprose,5.55,1994.0
Assassin's Creed    Read the review,Xbox,Ubisoft,,2007.0
Batman: Arkham City    Read the review,Playstation,Warner Bros. Interactive,,2011.0
Forza Motorsport 3,Xbox,Microsoft Game Studios,,2009.0
Arma III,Playstation,Bohemia Interactive,5.50,2013.0
Detroit: Become Human    Read the review,Playstation,Sony Interactive Entertainment,5.50,2018.0
Dragon Quest IX: Sentinels of the Starry Skies    Read the review,DS,Nintendo,5.50,2010.0
Final Fantasy IX,PC,Square,5.50,2000.0
Final Fantasy X-2,Playstation,Square Enix,5.50,2003.0
NBA 2K11,All,2K Sports,5.50,2010.0
Saints Row: The Third,All,THQ,5.50,2011.0
Tomb Raider (2013),PC,Square Enix,5.50,2013.0
Pokémon Stadium,Nintendo,Nintendo,5.46,2000.0
Chrono,Series,Square,5.45,1995.0
Donkey Kong Country: Tropical Freeze,All,Nintendo,5.44,2014.0
Minecraft,Xbox,Microsoft Studios,,2014.0
Call of Duty: World at War    Read the review,Playstation,Activision,,2008.0
Super Mario Advance 4: Super Mario Bros. 3,GB,Nintendo,5.43,2003.0
Crash Bandicoot: The Wrath of Cortex,Playstation,Universal Interactive,,2001.0
Super Smash Bros. for Wii U,Wii,Nintendo,5.38,2014.0
Dragon Ball Xenoverse,All,Bandai Namco Games,5.35,2015.0
Final Fantasy XIII    Read the review,Playstation,Square Enix,,2010.0
Gran Turismo 5 Prologue    Read the review,Playstation,Sony Computer Entertainment,5.35,2008.0
Dr. Mario,GB,Nintendo,5.34,1990.0
Assassin's Creed III,Xbox,Ubisoft,,2012.0
Pokémon Pinball,GBC,Nintendo,5.31,1999.0
Assassin's Creed II    Read the review,Xbox,Ubisoft,,2009.0
Heavy Rain,PC,Sony Computer Entertainment,5.30,2010.0
Slime Rancher,All,Monomi Park,5.30,2017.0
The Forest,Series,Endnight Games Ltd,5.30,2014.0
Donkey Kong 64,Nintendo,Nintendo,5.27,1999.0
Tomb Raider II,Playstation,Eidos Interactive,,1997.0
Wolfenstein,Series,Bethesda Softworks,5.24,1981.0
Madden NFL 2004,Playstation,EA Sports,,2003.0
Subnautica,Series,Unknown Worlds Entertainment,5.23,2018.0
Subnautica,All,Unknown Worlds Entertainment,5.23,2018.0
Call of Duty: Advanced Warfare,Xbox,Activision,,2014.0
Fallout: New Vegas,PC,Bethesda Softworks,5.22,2010.0
Gran Turismo 6,Playstation,Sony Computer Entertainment America,5.22,2013.0
Nintendo Land    Read the review,Wii,Nintendo,5.21,2012.0
Devil May Cry 4,Playstation,Capcom,5.20,2008.0
Kingdom Hearts II,All,Square Enix,5.20,2006.0
Super Mario Land 3: Wario Land,GB,Nintendo,5.19,1994.0
Donkey Kong Country 2: Diddy's Kong Quest,Nintendo,Nintendo,5.15,1995.0
Ridge Racer,Series,Namco,5.13,1993.0
Medal of Honor: Rising Sun,Playstation,Electronic Arts,,2003.0
Battlefield 1,Xbox,Electronic Arts,,2016.0
Kirby's Dream Land,GB,Nintendo,5.13,1992.0
Microsoft Flight Simulator,PC,Microsoft,,1996.0
Guitar Hero II,Playstation,RedOctane,,2006.0
FIFA 13    Read the review,Xbox,EA Sports,,2012.0
Resident Evil 5    Read the review,Playstation,Capcom,,2009.0
Fable III    Read the review,Xbox,Microsoft Game Studios,,2010.0
Guitar Hero World Tour,All,Activision,5.10,2008.0
Mario & Sonic at the Olympic Games,DS,Sega,,2008.0
Monument Valley,All,Ustwo Games,5.10,2014.0
Resident Evil,All,Capcom,5.08,1996.0
Grand Theft Auto: Vice City Stories,Playstation,Rockstar Games,,2006.0
FIFA Soccer 11    Read the review,Playstation,EA Sports,,2010.0
Super Mario Bros. Deluxe,GB,Nintendo,5.07,1999.0
Final Fantasy XV,Playstation,Square Enix,,2016.0
Rhythm Heaven,Series,Nintendo,5.05,2009.0
Disgaea,All,Atlus,5.05,2003.0
Resident Evil (2002),Series,Capcom,5.05,2002.0
Fallout 4,Xbox,Bethesda Softworks,,2015.0
Tony Hawk's Pro Skater,Playstation,Activision,,1999.0
Warzone 2100,Playstation,Eidos Interactive,,1999.0
Asterix,Xbox,Atari,5.00,1983.0
Batman: Arkham Knight,Xbox,Warner Bros. Interactive Entertainment,5.00,2015.0
Chessmaster,PC,Software Country,5.00,1986.0
Cities: Skylines,Xbox,Paradox Interactive,5.00,2015.0
Close Combat,PC,Microsoft,5.00,1996.0
Danganronpa,Xbox,NIS America,5.00,2014.0
Dead by Daylight,PC,Behaviour Interactive,5.00,2016.0
Dead Island,Playstation,Deep Silver,5.00,2011.0
Death Stranding,PC,Sony Interactive Entertainment,5.00,2019.0
Diablo II: Resurrected,Series,Blizzard Entertainment,5.00,2021.0
Dying Light 2 Stay Human,Series,Techland,5.00,2022.0
Enter the Matrix,Series,Atari,5.00,2003.0
F-Zero,Series,Nintendo,5.00,1991.0
Final Fantasy VII Remake    Read the review,All,Square Enix,5.00,2020.0
Gears of War    Read the review,All,Microsoft Game Studios,5.00,2006.0
Gears of War 2    Read the review,All,Microsoft Game Studios,5.00,2008.0
Guitar Hero II,All,RedOctane,5.00,2006.0
Halo 5: Guardians    Read the review,All,Microsoft Studios,5.00,2015.0
Halo: Combat Evolved,All,Microsoft,5.00,2001.0
Hyrule Warriors,Series,Nintendo,5.00,2014.0
Kerbal Space Program,All,Private Division,5.00,2015.0
Kerbal Space Program,All,Private Division,5.00,2015.0
Killing Floor,All,Tripwire Interactive,5.00,2009.0
L.A. Noire,All,Rockstar Games,5.00,2011.0
Madden NFL 11,All,EA Sports,5.00,2010.0
Madden NFL 12,All,EA Sports,5.00,2011.0
Madden NFL 2004,All,EA Sports,5.00,2003.0
Medal of Honor (2010),All,Electronic Arts,5.00,2010.0
Monster Hunter Rise: Sunbreak,All,Capcom,5.00,2022.0
Need for Speed: Hot Pursuit (2010),Series,Electronic Arts,5.00,2010.0
Peter Jackson's King Kong: The Official Game of the Movie,All,Ubisoft,5.00,2005.0
Sea of Thieves    Read the review,Series,Microsoft Studios,5.00,2018.0
Sekiro: Shadows Die Twice,All,Activision,5.00,2019.0
SimCity 3000,Series,Electronic Arts,5.00,1998.0
Slime Rancher,Series,Monomi Park,5.00,2017.0
South Park: The Stick of Truth,All,Ubisoft,5.00,2014.0
Tecmo Bowl,All,Tecmo,5.00,1987.0
The Long Dark,All,Hinterland Studio Inc.,5.00,2017.0
The Matrix,All,Infogrames,5.00,2003.0
Torchlight,Series,Encore,5.00,2009.0
Worms,All,Ocean Software,5.00,1995.0
Guitar Hero III: Legends of Rock,Playstation,RedOctane,,2007.0
Uncharted: Drake's Fortune    Read the review,Playstation,Sony Computer Entertainment,,2007.0
Dark Souls,All,Namco Bandai Games,4.96,2011.0
Resident Evil 2,Playstation,Capcom,4.96,1998.0
Fallout 3    Read the review,Xbox,Bethesda Softworks,,2008.0
Darksiders,Series,THQ,4.95,2010.0
Resident Evil Zero,Wii,Capcom,4.95,2002.0
Splatoon    Read the review,All,Nintendo,4.95,2015.0
Madden NFL 06,Playstation,EA Sports,,2005.0
Dragon Quest VIII: Journey of the Cursed King,Playstation,Square Enix,4.90,2005.0
Dragon's Dogma: Dark Arisen,Playstation,Capcom,4.90,2013.0
Monster Hunter Freedom 3,All,Capcom,4.90,2010.0
Diddy Kong Racing,Nintendo,Nintendo,4.88,1997.0
Pokémon Mystery Dungeon: Explorers of Time / Darkness,DS,Nintendo,4.88,2008.0
Yoshi,All,Nintendo,4.87,1992.0
Call of Duty: Black Ops IIII,Xbox,Activision,,2018.0
Dr. Mario,Nintendo,Nintendo,4.85,1990.0
Spyro the Dragon,Playstation,Sony Computer Entertainment,4.83,1998.0
Crash Bandicoot N. Sane Trilogy,Playstation,Activision,,2017.0
Assassin's Creed    Read the review,Playstation,Ubisoft,,2007.0
Ys,Series,Nihon Falcom Corp,4.80,1987.0
Call of Duty: Infinite Warfare,Xbox,Activision,,2016.0
Crash Team Racing,Playstation,Sony Computer Entertainment,,1999.0
LEGO Star Wars: The Complete Saga,DS,LucasArts,,2007.0
The Legend of Zelda: Phantom Hourglass    Read the review,DS,Nintendo,4.76,2007.0
Batman: Arkham City,Xbox,Warner Bros. Interactive,,2011.0
Tomb Raider: The Last Revelation,All,Eidos Interactive,4.74,1999.0
Driver 2,Playstation,Atari,,2000.0
The Simpsons: Hit & Run,Playstation,VU Games,,2003.0
The Witcher 3: Wild Hunt,PC,Warner Bros. Interactive Entertainment,4.70,2015.0
World of Warcraft: Cataclysm    Read the review,Xbox,Blizzard Entertainment,4.70,2010.0
Tony Hawk's Pro Skater 2,Playstation,Activision,,2000.0
Nintendogs + cats    Read the review,DS,Nintendo,4.68,2011.0
Gran Turismo    Read the review,Playstation,Sony Computer Entertainment,4.67,2009.0
The Lord of the Rings: The Two Towers,Playstation,Electronic Arts,,2002.0
Tomb Raider,Playstation,Eidos Interactive,,1996.0
God of War,Playstation,Sony Computer Entertainment,4.62,2005.0
The Legend of Zelda: A Link to the Past,Nintendo,Nintendo,4.61,1992.0
Left 4 Dead,PC,Valve Corporation,4.60,2008.0
Forza Motorsport 4    Read the review,Xbox,Microsoft Studios,,2011.0
Wizardry,Series,Sirtech,4.60,1981.0
Guitar Hero III: Legends of Rock,Wii,RedOctane,,2007.0
Sonic Heroes,All,Sega,4.58,2004.0
BioShock Infinite    Read the review,PC,2K Games,4.56,2013.0
Mario & Luigi: Bowser's Inside Story    Read the review,DS,Nintendo,4.56,2009.0
FIFA 15,Playstation,EA Sports,,2014.0
Mario & Sonic at the Olympic Winter Games,Wii,Sega,,2009.0
Overwatch,Playstation,Blizzard Entertainment,,2016.0
Madden NFL 2005,Playstation,EA Sports,,2004.0
Guitar Hero III: Legends of Rock,Xbox,RedOctane,,2007.0
